,title,date,body,creators,subjects
318,"Telegram 065241 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs, Soviet Comments on Sino-North Korean Relations",19770316,"TELEGRAM  065241To: the Romanian Ministry of Foreign Affairs, to comrade Constantin Oancea From: the Romanian Embassy in PyongyangSubject: Soviet Comments on Sino-North Korean relationsDate: March 16, 1977Classification: SecretSoviet diplomats noted, with an obvious concern, that there has recently been a surge in activity in terms of Sino-North Korean relations. According to them, this surge originated particularly after the North Korean Premier’s visit to Moscow in January this year, and consists of the following: politically, according to the USSR, Chinese support for the DPRK’s proposals for reunification issued on January 25th 1977 is ‘more adamant and accentuated than before;’ economically, the North Korean delegation visited China in view of scientific and technological cooperation, and, more recently, there was a visit headed by the Vice Premier who signed a long-term trade agreement. In our opinion, the Soviet concern regarding Sino-North Korean relations confirms what wider diplomatic circles have already suspected, namely that the DPRK was not satisfied with the outcomes of the North Korean Premier’s visit to Moscow, and that it is increasingly turning to the People’s Republic of China in the attempt to surpass its current economic difficulties. What we find significant in terms of Sino-North Korean relations is the recent meeting between Chairman Hua Guofeng and the DPRK’s Ambassador to China, who had just concluded his mission in Beijing.  Signed: Nicolae Gavrilescu","['Gavrilescu, Nicolae']","['Visits of state--Korea (North)', 'Visits of state--China', 'China--Foreign economic relations--Korea (North)']"
319,"Telegram 084354 from the Romanian Embassy in Washington, DC, to the Romanian Ministry of Foreign Affairs",19770321,"TELEGRAM  084354To: the Romanian Ministry of Foreign AffairsFrom: the Romanian Embassy in Washington, DCSubject: the Korean questionDate: March 21, 1977Classification: SecretDuring 8-10 March, the South Korean Minister of Foreign Affairs visited Washington to consult with the US on the matter and met with President Carter at the latter’s request.During the meeting with the South Korean Minister, President Carter reaffirmed: - the United States’ commitment to maintain and preserve security in South Korea;- the United States’ decision to gradually withdraw American ground troops from South Korea in consultation with South Korea and Japan, without damaging South Korea’s security or altering the strategic and military balance in the Korean Peninsula;- the US administration’s firm position regarding human rights issues and the need for Seoul to take appropriate measures so as not to compromise the development of bilateral relations in the future. Edward Hurwitz, Director of the Korea Desk in the US Department of State, told Comrade Petre Anghel, Third Secretary, that the South Korean Minister’s discussions with President Carter and State Department representatives have managed to reduce South Korea’s concerns regarding allegations of a diminished US interest in their bilateral relations and in the region. US officials reassured the South Korean Minister that they will not proceed to an immediate withdrawal of American troops and that the process will be gradual, with the direct cooperation and participation of South Korean authorities. Concurrently, American representatives reiterated the position that the US will not accept discussing solutions to the Korean issue in the absence of envoys from Seoul. According to the US diplomat, the DPRK sent a message to the new administration via the Pakistani government, proposing to initiate a dialogue with the US in order to sign a definitive peace treaty and establish stable bilateral relations.    The US responded that it cannot accept a dialogue with the DPRK, which excludes South Korea, and proposed a four-party meeting to discuss a new settlement initiating a constructive bilateral dialogue between the two Koreas. According to Hurwitz, although it is difficult to estimate if and to what extent the DPRK will abandon the rigid position upheld hitherto, a less aggressive tone has been noticeable in its recent statements regarding the United States. In regards to discussing the Korean issue at the UN, the US would prefer a situation similar to the one from the last General Assembly. Thus far, American representatives have no knowledge of the issue’s inclusion on the agenda for the next Assembly. However, if this were to happen, it would only lead to sterile discussions and a potential intensification of the tensions in the Korean Peninsula.  Signed: Nicolae M. Nicolae ","['Nicolae, Nicolae M.']","['Korean reunification question (1945- )', 'Korea (North)--Foreign relations--United States', 'Korea (North)--Foreign relations--Korea (South)', 'Korea (South)--Foreign relations--United States', 'United Nations--Korea', 'Human rights--Korea (South)', 'Military assistance, American--Korea']"
320,Telegram 01/02585 from the Romanian Ministry of Foreign Affairs to the Romanian Embassy in Pyongyang,19770322,"TELEGRAM  01/02585From: the Romanian Ministry of Foreign AffairsTo: the Romanian Embassy in PyongyangDate: March 22, 1977Classification: SecretComrade chargé d'affaires ad interim,American sources in Washington inform us that, during a meeting between President J. Carter and the South Korean Minister of Foreign Affairs, the latter reaffirmed the United States’ commitment to maintain and preserve South Korea’s security and ensured that US troop withdrawal from South Korea will be gradual and in cooperation with Seoul and Tokyo. J. Carter noted that, in this manner, the strategic and military balance in the Korean Peninsula will not be damaged. The US reiterated its position of not accepting to discuss solutions to the Korean issue without the participation of envoys from Seoul. Regarding the DPRK’s message to initiate a dialogue with the US in view of signing a North Korean-American peace treaty, the US responded that it cannot accept a dialogue which excluded South Korea. The above are for your information. Signed: Ion Ciubotaru","['Ciubotaru, I.']","['Korean reunification question (1945- )', 'Korea (North)--Foreign relations--United States', 'Korea (North)--Foreign relations--Korea (South)', 'Korea (South)--Foreign relations--United States', 'United Nations--Korea', 'Military assistance, American--Korea']"
321,Telegram 066502 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs. ,19770404,"TELEGRAM 066502To: the Romanian Ministry of Foreign AffairsFrom: the Romanian Embassy in Pyongyang Date: April 4, 1977 Classification: SecretKim Il Sung congratulates all Koreans– “revolutionaries, democratic patriots, studious youth and the other social classes,” and the 600,000 fellow countrymen that live in Japan, and the fellow countrymen outside of Korea’s borders - that fight the reprisals of American imperialism and its lackeys, [to promote] democratic liberties and the unification of the country.In 1976 the Six-Year Plan’s tasks were completed and [the quotas] were exceeded in all the economic sectors, including the production of steel, 4 million tons, and concrete, 8 million tons. Remarkable results were obtained in agriculture: over 8 million tons of cereal; the internal situation was very tense after the incident caused by the American imperialists in August 18th 1976 in Panmunjom.For the first time the Central Committee of the Workers’ Party of Korea decided that 1977 will be a buffer year in order to solve some difficulties in the transportation and extraction industries, the planning of the next six year plan, and the necessary preparations for starting a new long-term plan. Adequate measures were adopted.The situation in the Democratic People’s Republic of Korea remains tense.Kim Il Sung mentions that with the passing of the years the reunification of Korea is more and more necessary.In 1976, relations with the Third World countries improved. Participants of the fifth high-level conference at Colombo expressed solidarity for Korea’s reunification. Many committees that are united with the fight of the Koreans have been formed. There is more support for South Korea in its fight for democracy against fascism.Regarding the tasks assigned for 1977, efforts will be made to improve relations with socialist countries, Third World countries and the progressive countries of the world. All the citizens should intensify their fight for the reunification of the country.An emphasis is put on the task to get the USA to sign a peace agreement, which would lead to a more auspicious phase for reunification.Regarding the message’s content, we noticed it dealt primarily with internal economic problems – accomplishments and tasks. Our attention was drawn to the fact that, compared to last year, there are no assessments of the political situation in the region as well as no mention of international issues. At the same time, time after time and on various occasions, the leadership cadres of the DPRK mention that the Korean question is poorly known in Europe and that there is insufficient support for the cause of the reunification of Korea.",[],"['Korean reunification question (1945- )', 'Korea (North)--Economic conditions', 'Korea (North)--Foreign relations']"
322,Telegram 066560 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs,19770405,"TELEGRAM 066560To: the Romanian Ministry of Foreign AffairsFrom: the Romanian Embassy in Pyongyang Subject: the current concerns of Democratic People’s Republic of Korea about agricultureDate: April 5, 1977 Classification: Secret One of the main internal concerns of the Korean party and state’ leadership is the agriculture. The call made by the President Kim Il Sung, “agriculture first,” is still on.From the beginning of the year an intense activity is carried out in the Democratic People's Republic of Korea to achieve the tasks set by the 12th Plenum of the Central Committee of the Workers' Party of Korea in October 1976. It approved the 5-point plan of natural environment modification as well as the call upon [the members] of the Workers' Party of Korea at the beginning of the current year to obtain 8.5 million tons of cereal in 1977.Completing these tasks will allow the accomplishment of one of the ten points of the development plan – obtaining 10 million tons of cereal. An emphasis is put on the prevention of the cold air front and drought. In this context, the agricultural year of 1976, when the peasantry cooperative of the Democratic People's Republic of Korea obtained the biggest harvest in the history of the country – 8 million tons of cereal – in spite of unfavorable climatic conditions, is given as an example.In many articles and commentaries on the radio and television, an emphasis is put on the importance of the help offered by the working class to the peasantry. This support is appreciated as a “logical requirement for the consolidation of the working class-peasantry alliance,” “a main condition for the quick development of the agriculture,” and “a contribution to the acceleration of the abolition of the differences between the rural and the urban lifestyle”.After solving problems related to the irrigation and the electrification of agriculture in May, there are now new tasks regarding the chemicalization and complex mechanization for the modernization and the industrialization of agriculture.In his New Year message in 1977, Kim Il Sung highlighted the great successes obtained by the Korean people in accomplishing the tasks set by the Plenum of the Central Committee of the Workers’ Party of Korea in October 1976. In the last 2 months of the previous year, the surface of irrigated land has increased by 82,000 hectares,2,600 hectares have been terraced, and over 14,600 hectares of new lands have been utilized.Nutritive pots for corn are currently being prepared, the rice for seedlings sowing has started, and there is a large activity for pumping increased quantities of water in the accumulation lakes.From materials published by the [North Korean] press, discussions with the locals and personal observation, there is an accentuated drought during the first trimester that affects un-irrigated land and leads to difficulties in the electric energy production and industrial production. A drought is foreseen for the next period as well.Currently there is an intense activity to accelerate the spring agricultural work and to prevent the evaporation of the soil’s humidity.",[],"['Kim Il Sung', 'Agriculture--Korea (North)', 'Korea (North)--Social conditions', 'Rural conditions--Korea (North)', 'News agencies--Korea (North)', 'Electric utilities--Korea (North)']"
323,Telegram 066567 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs,19770413,"TELEGRAM 066567To: the Romanian Ministry of Foreign Affairs, to comrade Constantin OanceaFrom: the Romanian Embassy in PyongyangSubject: Bilateral relations between the Democratic People’s Republic of Korea and the Socialist Federal Republic of YugoslaviaDate: April 13, 1977 Classification: Secreti. During March 29th and April 5th this year, the Yugoslav governmental delegation led by Mara Radic – member of Government, President of the Yugoslav team in the advisory commission on intergovernmental economic, technological and scientific relations between the DPRK and the SFRY – was in Pyongyang. Given this opportunity, the first session of the aforementioned commission took place and the following [documents] have been [signed]: the first protocol of the session, a long-term trade agreement for 1977-1980, and a trade protocol for 1977. During its stay in the DPRK, the Yugoslav delegation enjoyed special attention from Korean officials, was received by Korean Premier Pak Seong-cheol [Pak Song Chol] and visited various economic and social-cultural sites in Pyongyang and Hamheung.Although the delegation’s mission was primarily economic, Korean officials sought to imprint a pronounced political character on it, and discuss not only economic matters but also aspects related to a long-term development of political bilateral relations and other issues. During the official and unofficial discussions, the Korean side emphasized the need to intensify activity within the Non-Aligned Movement in order to solve major current issues. On this occasion, Pak Seong-cheol showed that currently the main problem within the Non-Aligned Movement is maintaining unity amongst its member states, this being highly important especially given that the imperial powers are carrying out an intense activity to divide these states and undermine the movement.   The Yugoslav delegation remarked that its Korean counterpart did not make any reference to either Third World or developing countries. Discussing issues related to a new world economic and political order, the Yugoslav delegation wanted to know the DPRK’s stance in regards to Pakistani Prime Minister Zulfikar Ali Bhutto’s initiative of a high-level Third World countries conference. The Korean delegation avoided the answer, only mentioning that, presently, it is necessary to meet the conditions agreed upon in 1976 at Colombo.On receiving the Yugoslav delegation by Premier Pak Seong-cheol and, particularly, during official discussions with Kong Jin-tae [Kong Jin Tae], both parties emphasized that bilateral economic relations are not commensurate with political ones. It was pointed out that neither party had made sufficient efforts to accomplish the tasks and agreements reached during Kim Il Sung's visit to Belgrade. It is necessary for the appropriate bodies in both countries to actively work towards developing trade and technological and scientific cooperation, thus also enacting the decisions agreed upon at Colombo in 1976. The Korean delegation expressed its conviction that the Yugoslav delegation's visit to the DPRK will contribute to the substantial improvement of economic bilateral relations. The Yugoslav delegation appreciates that the visit has been extremely helpful. The first session of the intergovernmental commission established the judicial framework of the commercial, technological and scientific relations between the two countries.   The Yugoslav party manifested an interest in substantially enlarging cooperation in terms of production with the DPRK. In turn, the DPRK was particularly interested in the matter. ii. During discussions for signing the first protocol of the intergovernmental commission, the following issues have been discussed: a) The DPRK wishes to obtain from the SFRY, or via the SFRY from the German Democratic Republic, the technology of coke production using anthracite coal. The Yugoslav delegation claims there is no such technology in the SFRY. However, in cooperation with the Korean specialists who are about to arrive in Belgrade, all possibilities will be examined.b) Cooperation between the two countries in the production of diesel locomotives – each will produce certain components and will trade specialists;c) Technical cooperation in naval construction. The DPRK will import ship engines from SFRY. We remind that several years ago the DPRK had imported from Yugoslavia 20 such engines, of a total worth of 5,500,000 pounds sterling, without reimbursement. The Yugoslav delegation required a payment of one million pounds sterling this year, with the remained to be reimbursed in a five-year installment plan after a period of 18 months from the first payment. The proposal is under review. d) The DPRK wishes to obtain technical documentation for the production of ships employed in deep-water oil extraction. The Yugoslav delegation explained that SFRY does not dispose of its own vessels and uses highly expensive Swedish ships for these purposes. Recommendations will be made for an appropriate Yugoslav organization to assist DPRK in the matter.iii. The long-term agreement stipulates: a) DPRK exports: machinery and other equipment worth a total of 1,000,000 pounds sterling; 44,000 tons of iron and steel products; 25,000 tons of electrolytic zinc; 140 tons of cadmium; 66,000 pounds sterling worth of chemical products; 460,000 pounds sterling worth of commercial goods; 40,000 tons of rice; 26,000 tons of freshly frozen fish; 950 tons of the common hop. b) DPRK imports: machinery and other equipment – no final figures have been established; 20,000 tons of iron and steel products; 5,700 tons of aluminum and aluminum products; 450 tons of brass; 10,800 tons of chemical substances – insecticides, herbicides, etc.; 450 tons of concentrate feeds; 640,000 pounds sterling worth of chemical fertilizers; 2,000 tons of various types of paper, including rolling paper.iv. The trade protocol for 1977 stipulates an extra hundred tons of tobacco and feathers in the Korean export to Yugoslavia, in addition to the long-term agreement. Information based on V. Nanu’s discussion with I. Dinic, First Secretary of the Yugoslav Embassy in Pyongyang. Signed: D. Popa","['Popa, Dumitru']","['Korea (North)--Foreign economic relations', 'Non-Aligned Movement', 'Korea (North)--Foreign relations--Yugoslavia', 'Korea (North)--Foreign relations']"
324,Telegram 066595 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs,19770514,"TELEGRAM 066595 To: the Romanian Ministry of Foreign AffairsFrom: the Romanian Embassy in PyongyangDate: May 14, 1977Classification: SecretIn view of the partial US troop withdrawal from South Korea, the US-ROK talks for establishing a withdrawal plan of American ground troops within 4-5 years—except for strategic missile bases and air troops—will begin on May 24th in Seoul. The ROK is to receive all equipment and armament from the withdrawn troops; the plan for modernizing the South Korean army will be revised.   Concurrently, safety measures for the prevention or elimination of a potential conflict in the Korean Peninsula will be discussed. In addition to promises made by the US that American troops stationed in Japan will intervene in Korea in case of emergency, envoys from Seoul want to receive guarantees from Japan that it will contribute its land, naval, and air forces, when necessary, in order to maintain security on the Peninsula. South Korean comments on the matter suggest a tendency on the ROK’s behalf to delay and ultimately extend the withdrawal deadline of American troops. Radio stations in Seoul repeatedly note that Japan, the PRC, and the USSR, in the interest of maintaining peace in the region, disagree with a total and unwarranted US troop withdrawal from South Korea. Hitherto, Pyongyang has not commented on the meeting in Seoul on May 24. Signed: D. Popa","['Popa, Dumitru']","['Korea (South)--Foreign relations--United States', 'Japan--Foreign relations--Korea (South)', 'Military assistance, American--Korea']"
325,"Telegram, Embassy of Hungary in the Soviet Union to the Hungarian Foreign Ministry",19770518,"According to the reply of the leading MID [Soviet Foreign Ministry] official competent [to deal with such affairs], one can perceive a slow progress in Soviet-North Korean relations since the visit of Pak Seong-cheol [Pak Song Chol] in Moscow. The economic agreements are being put into effect. The Koreans have not yet given up their request for the construction of a nuclear power plant, which the Soviet side cannot fulfill. They demand the supply of an extremely great volume of arms, and the Soviet Union will partly fulfill [this demand]. During the exchange of goods this year, the Korean side has once again resorted to its usual methods; their export arrears for the first quarter of the year are substantial.The Korean side urges the visit of a Soviet delegation led by [Politburo member Kiril] Mazurov to Korea, which would then be followed by an official visit by Kim Il Sung to the Soviet Union. The Soviet side will fulfill this request, but in all likelihood the delegation will be led by another PB [Politburo] member, rather than the ailing Mazurov.The evaluation of the Soviet side is that Sino-Korean relations have become cooler in the period of the new Chinese leadership.-Marjai-179-",[],"['Korea (North)--Foreign relations--Soviet Union', 'Nuclear weapons--Korea (North)', 'Korea (North)--Foreign economic relations--Soviet Union', 'Nuclear power plants--Korea (North)']"
326,Bilateral relations between the Democratic People’s Republic of Korea and the Socialist Federal Republic of Yugoslavia,19770520,"TELEGRAM 066606To: the Romanian Ministry of Foreign Affairs, to comrade Constantin Oancea and Ion CiubotaruFrom: the Romanian Embassy in PyongyangSubject: Bilateral relations between the Democratic People’s Republic of Korea and the Socialist Federal Republic of YugoslaviaDate: May 20, 1977Classification: SecretFrom my discussions with Ambassador and First Secretary of the Yugoslav Embassy in Pyongyang, I noted that in late-August this year President Tito will make a visit to the DPRK. The exact date of the visit will be established in accordance to [the availability of] other countries in the region, which will be included in President Tito’s travel to the Far East. In preparation for the visit, at the beginning of June, a group of Yugoslav journalists will arrive in Pyongyang to interview comrade Kim Il Sung. Furthermore, a filming crew will arrive in order to make a documentary of the visit. In collaboration with the Korean bodies, the Yugoslav Embassy in Pyongyang began preparations for several documents of an economic nature to be signed during the visit. Signed: D. Popa","['Popa, Dumitru']","['Kim Il Sung', 'Tito, Josip Broz, 1892-1980', 'Korea (North)--Foreign relations--Yugoslavia']"
327,Telegram 066623 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs,19770531,"TELEGRAM 066623To: the Romanian Ministry of Foreign Affairs, to comrade Ion CiubotaruFrom: the Romanian Embassy in PyongyangDate: May 31, 1977Classification: SecretReferring to the economic relations between his country and the DPRK, Polish Embassy Advisor Piotr Glinski told A. Lazar about various difficulties as a result of the lack of a sufficient consumer goods stock and of large foreign debts the DPRK cannot currently repay. Poland, emphasized Glinski, would like to support its Korean counterpart in overcoming these difficulties and suggested that, apart from developing bilateral economic relations, the DPRK should consider adhering to the Council for Mutual Economic Assistance. The Polish Advisor claimed that the DPRK received this year similar proposals from various socialist countries, including twice from Poland, yet the suggestions were not met with an encouraging response. We consider that re-inviting the DPRK to become a member of the CMEA is a coordinated action part of the visible efforts of the USSR and other European socialist countries to befriend the DPRK, under the belief that economic difficulties will compel the DPRK to join the CMEA.Signed: Dumitru Popa","['Popa, Dumitru']","['Korea (North)--Foreign economic relations', 'Council for Mutual Economic Assistance', 'Korea (North)--Economic conditions', 'Korea (North)--Foreign relations--Poland']"
328,Bilateral Relations between the Democratic People’s Republic of Korea and the Socialist Federal Republic of Yugoslavia,19770614,"TELEGRAM 066639To: the Romanian Ministry of Foreign Affairs, to comrade Ion CiubotaruFrom: the Romanian Embassy in PyongyangSubject: Bilateral relations between the Democratic People’s Republic of Korea and the Socialist Federal Republic of YugoslaviaDate: June 14, 1977Classification: SecretIn preparation for Tito’s visit to the Democratic People’s Republic of Korea in late August, a group of TV operators from Belgrade were in Pyongyang between 6-11 June to make a documentary.Comrade Kim Il Sung gave an interview to the Yugoslav guests, which will be aired by Belgrade television close to President Tito’s visit to Pyongyang.Following discussions between I. Dinic, First Secretary of the Yugoslav Embassy in Pyongyang, and A. Lazar, the interview with comrade Kim Il Sung – approximately 15 minutes – refers to several general issues regarding the internal situation and reunification of the country, to the current endeavors of the Non-Aligned Movement and the DPRK’s perspective on the matter, and to Korean-Yugoslav bilateral relations. Signed: D. Popa","['Popa, Dumitru']","['Non-Aligned Movement', 'Kim Il Sung', 'Tito, Josip Broz, 1892-1980', 'Korea (North)--Foreign relations--Yugoslavia', 'Visits of state--Korea (North)']"
329,"Hungarian Embassy in Angola, Telegram, 15 June 1977. Subject: Angolan-North Korean relations",19770615,"According to the information provided by the [North] Korean ambassador, his government intends to increase its presence in Africa, and at the same time it seeks to gain support to the unification of the country. To achieve these aims, they extend the network of their diplomatic representations in Africa, and they also participate in every action and forum activity that might be helpful for them.Their efforts include the development of bilateral relations. In Angola, he said, their initiatives had been favorably received so far. On the basis of an TSC [agreement on technical and scientific cooperation], at present 50 Korean technical experts work [in Angola], of whom 20 are [engaged] in agriculture, while 30 are providing guidance to the reconstruction of the textile industry. Their working conditions are identical with that of the other [technical experts]. According to their experiences, their technical experts easily endure the problems of accommodation and the working conditions. Their plans include the dispatching of additional technical experts, but for the time being, the Angolan side placed some more important issues on the agenda. In the opinion of the Koreans, the Angolan side, having been liberated from the paralyzing effect of the sabotage activities that affected the entire economy, should now give a green light to the assistance of the socialist countries, which would facilitate [economic] recovery.According to the ambassador, Angolan-Korean cooperation has started in the field of ideology, too. On the initiative of the Angolan side, circles for the joint study of the works of [Agostinho] Neto and Kim Il Sung have been formed both in Luanda and in the countryside. They strove to broaden this [activity], but certain events have intervened.Concerning the latter issue, I would like to note that it is being discussed even among the fraternal [diplomats] that the Korean [embassy] was one of those embassies which the Angolan official documents describe as having maintained contacts with the group of Nito Alves long before the events [the coup attempt of Alves in May 1977].69 – A. ",[],['Angola--Foreign relations--Korea (North)']
330,Telegram 066658 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs,19770628,"TELEGRAM  066658To: the Romanian Ministry of Foreign Affairs, to comrade Ion CiubotaruFrom: the Romanian Embassy in PyongyangSubject: the People’s Republic of Hungary Minister of Foreign Affairs’ official visit to the DPRK   Date: June 28, 1977Classification: SecretWe note that, after the date of the US Secretary of State Cyrus Vance’s visit to Beijing was made public, North Korean propaganda has increasingly emphasized the DPRK’s complete support for Chinese reunification, the need for American withdrawal, and freeing Taiwan. By way analogy with the situation on the Korean peninsula, the North Korean press combats all reactionary ideas of ‘two Chinas,’ ‘one China, one Taiwan,’ ‘one country, two systems,’ ‘Taiwan independence,’ etc., and vehemently demands a halt to this state of affairs and immediate and total US troop withdrawal from Taiwan, South Korea, and Asia in general. On June 27, on the 27th anniversary of the US occupation of Taiwan, the official newspaper of the Central Committee of the Workers’ Party of Korea, Rodong Sinmun, published a lengthy editorial on the topic.Signed: D. Popa","['Popa, Dumitru']","['Korean reunification question (1945- )', 'China--Foreign relations--Korea (North)', 'Visits of state--China', 'Propaganda, Communist--Korea (North) ']"
331,Telegram 066669 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs,19770707,"TELEGRAM  066669    To: the Romanian Ministry of Foreign AffairsFrom: the Romanian Embassy in PyongyangDate: July 7, 1977Classification: SecretOn the 5th anniversary of the North-South Joint Communiqué signed on July 4, 1972, in a speech by Yang Hyeong-sop, secretary of the Central Committee of the Workers’ Party of Korea, the DPRK reaffirmed its position towards the Carter plan regarding US troop withdrawal from South Korea, wanting an immediate, total, and definitive drawback, as well as US approval for transforming the armistice in Korea into a peace treaty.On the same occasion, the DPRK returned to its previous proposals of accepting to hold talks with the ROK provided that it ceases its repressive measures, anticommunist activity, and the ‘two Koreas’ policy, and ensures South Korea’s democratization. We believe this reprise to be a result not so much of wanting to establish contact with the government in Seoul – since the conditions put forward by the DPRK are unacceptable to the ROK – but of countering South Korea’s campaign against the DPRK, according to which the latter vehemently opposes any dialogue with the ROK and Korean reunification, implicitly.  Signed: D. Popa","['Popa, Dumitru']","['Korean reunification question (1945- )', 'Korea (North)--Foreign relations--United States', 'Korea (North)--Foreign relations--Korea (South)', 'Korea (South)--Foreign relations--United States', 'Military assistance, American--Korea']"
332,Telegram 066667 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs,19770707,"TELEGRAM  066667  To: the Romanian Ministry of Foreign AffairsFrom: the Romanian Embassy in PyongyangDate: July 7, 1977Classification: SecretCurrent US Secretary of State’s reprise of Henry Kissinger’s old ideas of ‘cross-recognition’ – the USSR and the PRC recognize the ROK and the US and Japan recognize the DPRK – and concurrent recognition of both Koreas within the UN has triggered vocal and disapproving reactions in Pyongyang against the United States for its policy of brutal interference in Korea’s internal affairs and endorsement of Korean division. The central press, radio, and television are actively campaigning against these American ideas.On the other hand, socialist diplomats in Pyongyang consider the possibility that, due to this anti-American campaign, C. Vance’s future visit to Beijing will enable unofficial contacts between the US and the DPRK in view of clarifying the main problems between the two countries. Signed: D. Popa","['Popa, Dumitru']","['Korean reunification question (1945- )', 'Korea (North)--Foreign relations--United States', 'Korea (South)--Foreign relations--United States', 'United Nations--Korea']"
333,Telegram 066671 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs,19770708,"TELEGRAM 066671To: the Romanian Ministry of Foreign Affairs, to comrade Ion CiubotaruFrom: the Romanian Embassy in PyongyangDate: July 8, 1977Classification: SecretDuring a discussion with A. Lazar, the People’s Republic of Poland chargé d'affaires ad interim in Pyongyang, P. Glinski, recounted that both the Polish and the Korean parties have been very pleased with the Polish Minister of Foreign Affairs Wladyslaw Wojtasik’s visit to the DPRK. The DPRK has advertised this visit more than usual since it was at the beginning of the ‘month of solidarity with the Korean people’ and because the Polish Minister had made ample declarations in support of a peaceful reunification and Korean independence, immediate and complete withdrawal of US troops from South Korea, etc. The Polish diplomat noted that, during the visit, Comrade Kim Il Sung expressed his desire to meet with Comrade Edward Gierek, verbally renewing his invitation to visit DPRK. In addition to the general and well-known issues, President Kim Il Sung emphasized that the DPRK is currently in a difficult state due to the economic instability of 1976, when drought caused a decrease in electric energy production and, implicitly, an industrial slowdown. It was further mentioned that even today certain factories work only at 45-50% of their potential. Comrade Kim Il Sung assured the Polish officials that DPRK will overcome these difficulties and will do everything to acquit its financial obligations to foreign partners, particularly to the socialist countries.Wladyslaw Wojtasik agreed with his counterpart, Heo Dam [Ho Dam], to meet annually in the two capitals by rotation. Following that, in 1978 the DPRK’s Minister of Foreign Affairs will visit the PRP. Polish officials inquired whether the DPRK determined its stance regarding the potential inclusion of the Korean issue on the agenda of the next UN General Assembly. It can be inferred from the Korean Minister’s incomplete response that the DRPK will press for the enactment of the 1975 resolution on the matter.       Signed: D. Popa","['Popa, Dumitru']","['Korea (North)--Foreign relations--Soviet Union', 'Korea (North)--Economic conditions', 'Visits of state--Korea (North)', 'Korea (North)--Foreign relations--Poland']"
334,"Telegram 066678 from the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs, US Helicopter Incident on July 14",19770719,"TELEGRAM  066678To: the Romanian Ministry of Foreign AffairsFrom: the Romanian Embassy in PyongyangSubject: US helicopter incident on July 14Date: July 19, 1977Classification: SecretDiplomatic circles in Pyongyang discuss at length the calm and highly balanced manner in which North Korean media has covered the incident on July 14 in the area of the Military Demarcation Line – the incursion of a US military helicopter in the DPRK’s airspace – as well as the reserved nature of the Armistice Committee’s discussions in Panmunjeom, and especially the rational and constructive way of resolving the incident. The North Korean press objectively presented the facts, without any comments against the US. During discussions with Ambassador Dumitru Popa and Victor Nanu respectively, the Ambassadors of Hungary, Czechoslovakia, and the First Secretary of the Yugoslav Embassy in Pyongyang noted that the calm and extremely balanced attitude of the Korean government regarding the aforementioned incident reflects, among others, the DPRK’s efforts of creating favorable conditions for initiating dialogue with the US. The DPRK’s attitude vis-à-vis the July 14 incident is also considered significant in view of US Secretary of State Cyrus Vance’s forthcoming visit to Beijing and the potential contacts between the American delegation and North Korean officials. It is particularly notable that, in comparison to other incidents, military maneuvers etc. along the Military Demarcation Line, on July 14, North Korean authorities were, for the first time, calm, compliant and understanding. Evidently, this is partly due to the fact that the US assumed responsibility for the incident. We consider this to be a step further towards establishing favorable conditions for initiating a dialogue to solve the Korean question.   Signed: Dumitru Popa","['Popa, Dumitru']","['Korean reunification question (1945- )', 'Korea (North)--Foreign relations--United States', 'Korean Demilitarized Zone (Korea)']"
335,Telegram 066688 the Romanian Embassy in Pyongyang to the Romanian Ministry of Foreign Affairs,19770730,"TELEGRAM  066688To: the Romanian Ministry of Foreign AffairsFrom: the Romanian Embassy in PyongyangSubject: US – ROK talksDate: July 30, 1977Classification: SecretIn a discussion with Ambassador Dumitru Popa on July 28, Vice Premier Heo Dam noted that the recent US-ROK agreements in Seoul triggered discontent and even concern for the North Korean state and party leadership. The personal letter President Carter addressed to Park Chung Hee also contains ""direct attacks against the DPRK."" The result of the recent talks in South Korea between US Secretary of Defense Harold Brown and Park Chung Hee clearly proves that President Carter is not keeping his campaign promise regarding American troop withdrawal from South Korea. According to the existing agreement on the matter, the withdrawal is to be partial and gradual, concurrent with strengthening the South Korean navy and air force. The ROK is to receive all the equipment and armament of the withdrawn troops. Heo Dam considers the recent decision to establish a joint US-ROK military command that will replace the current UN command ""worrying."" The Korean official mentioned that the North Korean government will shortly publish a document expressing the DPRK’s position regarding the recent American-South Korean talks and agreements. Signed: D. Popa","['Popa, Dumitru']","['Korea (North)--Foreign relations--United States', 'Korea (North)--Foreign relations--Korea (South)', 'Military assistance, American--Korea']"
